id;the_geom;IdINSPIRE;Id_carr1km;I_est_cr;Id_carr_n;Groupe;Depcom;I_pauv;Id_car2010;Ind;Men;Men_pauv;Men_1ind;Men_5ind;Men_prop;Men_fmp;Ind_snv;Men_surf;Men_coll;Men_mais;Log_av45;Log_45_70;Log_70_90;Log_ap90;Log_inc;Log_soc;Ind_0_3;Ind_4_5;Ind_6_10;Ind_11_17;Ind_18_24;Ind_25_39;Ind_40_54;Ind_55_64;Ind_65_79;Ind_80p;Ind_inc;I_est_1km
carreau_pop_v2.245;MULTIPOLYGON (((1026387.8204461915 6280690.072063293, 1026370.1722160329 6280889.839480973, 1026568.9525213664 6280907.936666288, 1026586.6008475965 6280708.169211164, 1026387.8204461915 6280690.072063293)));CRS3035RES200mN2276000E4081200;CRS3035RES1000mN2276000E4081000;0;CRS3035RES1000mN2276000E4081000;440134;06029;0;CRS3035RES200mN2276000E4081200;28.0;17.0;4.0;8.0;0.0;13.0;0.0;816736.6;1648.0;15.0;2.0;5.0;2.0;4.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;6.0;9.0;9.0;1.0;0.0;0
carreau_pop_v2.246;MULTIPOLYGON (((1026586.6008475965 6280708.169211164, 1026568.9525213664 6280907.936666288, 1026767.7327874245 6280926.033492779, 1026785.3812097162 6280726.266000248, 1026586.6008475965 6280708.169211164)));CRS3035RES200mN2276000E4081400;CRS3035RES1000mN2276000E4081000;0;CRS3035RES1000mN2276000E4081000;440140;06029;0;CRS3035RES200mN2276000E4081400;100.0;57.0;9.0;26.0;1.0;43.0;6.0;2873942.8;4828.0;51.0;6.0;17.0;11.0;29.0;0.0;0.0;0.0;0.0;1.0;5.5;6.5;5.0;11.0;8.0;14.0;30.0;18.0;1.0;0
carreau_pop_v2.247;MULTIPOLYGON (((1026317.2268233548 6281489.138403487, 1026299.5781249723 6281688.903601623, 1026498.3580473852 6281707.000936916, 1026516.0068412924 6281507.235701262, 1026317.2268233548 6281489.138403487)));CRS3035RES200mN2276800E4081200;CRS3035RES1000mN2276000E4081000;1;CRS3035RES1000mN2276000E4081000;440131;06029;0;CRS3035RES200mN2276800E4081200;3.0;1.2;0.1;0.3;0.1;0.8;0.0;98490.9;282.8;0.3;0.9;0.3;0.5;0.2;0.2;0.0;0.0;0.1;0.1;0.1;0.2;0.2;0.3;0.4;0.6;0.6;0.3;0.1;0
carreau_pop_v2.248;MULTIPOLYGON (((1024042.4045978779 6282288.86281037, 1024024.7563575779 6282488.624823175, 1024223.5362393272 6282506.726297072, 1024241.1845745866 6282306.964246236, 1024042.4045978779 6282288.86281037)));CRS3035RES200mN2277800E4079000;CRS3035RES1000mN2277000E4079000;0;CRS3035RES200mN2277800E4079000;440109;06030;0;CRS3035RES200mN2277800E4079000;341.0;187.0;17.0;88.0;7.0;121.0;12.0;8954086.2;15037.0;157.0;30.0;16.0;121.0;27.0;23.0;0.0;0.0;8.0;5.0;10.0;16.0;13.0;43.0;58.0;62.0;78.0;40.0;8.0;0
carreau_pop_v2.249;MULTIPOLYGON (((1020336.1619127942 6281145.81662567, 1020318.5159639615 6281345.580125937, 1020517.2969954596 6281363.6882685255, 1020534.9430400059 6281163.924729601, 1020336.1619127942 6281145.81662567)));CRS3035RES200mN2277000E4075200;CRS3035RES1000mN2277000E4075000;0;CRS3035RES1000mN2277000E4075000;439941;06029;0;CRS3035RES200mN2277000E4075200;834.5;299.0;90.0;80.0;49.0;106.0;48.0;1.27713631E7;21590.0;288.0;11.0;0.0;10.0;244.0;45.0;0.0;169.0;48.0;20.0;65.0;100.5;51.0;136.0;150.0;86.0;120.0;50.0;8.0;0
carreau_pop_v2.250;MULTIPOLYGON (((1020534.9430400059 6281163.924729601, 1020517.2969954596 6281363.6882685255, 1020716.0779859403 6281381.796052141, 1020733.7241261888 6281182.032474598, 1020534.9430400059 6281163.924729601)));CRS3035RES200mN2277000E4075400;CRS3035RES1000mN2277000E4075000;0;CRS3035RES1000mN2277000E4075000;439939;06029;0;CRS3035RES200mN2277000E4075400;674.0;203.0;79.0;33.0;44.0;121.0;35.0;9640970.0;12603.0;191.0;12.0;3.0;137.0;7.0;56.0;0.0;3.0;31.0;28.0;63.0;78.0;59.0;127.0;123.0;89.0;50.0;23.0;3.0;0
carreau_pop_v2.251;MULTIPOLYGON (((1020733.7241261888 6281182.032474598, 1020716.0779859403 6281381.796052141, 1020914.8589354632 6281399.903476788, 1020932.5051714038 6281200.139860656, 1020733.7241261888 6281182.032474598)));CRS3035RES200mN2277000E4075600;CRS3035RES1000mN2277000E4075000;0;CRS3035RES1000mN2277000E4075000;439932;06029;0;CRS3035RES200mN2277000E4075600;167.0;63.0;7.0;16.0;8.0;41.0;4.0;3513775.4;4721.0;37.0;26.0;14.0;6.0;14.0;29.0;0.0;0.0;10.0;3.0;11.0;21.0;10.0;30.0;33.0;17.0;21.0;9.0;2.0;0
carreau_pop_v2.252;MULTIPOLYGON (((1020932.5051714038 6281200.139860656, 1020914.8589354632 6281399.903476788, 1021113.639844089 6281418.010542461, 1021131.2861757099 6281218.246887785, 1020932.5051714038 6281200.139860656)));CRS3035RES200mN2277000E4075800;CRS3035RES1000mN2277000E4075000;0;CRS3035RES1000mN2277000E4075000;439934;06029;0;CRS3035RES200mN2277000E4075800;194.0;91.0;18.0;36.0;7.0;14.0;17.0;3589428.0;6386.0;83.0;8.0;12.0;2.0;1.0;76.0;0.0;72.0;5.0;4.0;10.0;20.5;8.5;27.0;47.0;26.0;33.0;10.0;3.0;0
carreau_pop_v2.253;MULTIPOLYGON (((1019598.649583298 6282689.581715044, 1019581.0029476143 6282889.340668326, 1019779.7833414788 6282907.450198672, 1019797.4300718143 6282707.691206464, 1019598.649583298 6282689.581715044)));CRS3035RES200mN2278600E4074600;CRS3035RES1000mN2278000E4074000;0;CRS3035RES1000mN2278000E4074000;441280;06029;0;CRS3035RES200mN2278600E4074600;224.0;71.0;22.0;11.0;14.0;0.0;23.0;3482768.4;4995.0;70.0;1.0;0.0;0.0;0.0;71.0;0.0;71.0;13.5;11.0;35.0;34.5;13.0;38.0;58.0;13.0;4.0;0.0;4.0;0
carreau_pop_v2.254;MULTIPOLYGON (((1019797.4300718143 6282707.691206464, 1019779.7833414788 6282907.450198672, 1019978.5636942338 6282925.559369751, 1019996.2105192101 6282725.8003386585, 1019797.4300718143 6282707.691206464)));CRS3035RES200mN2278600E4074800;CRS3035RES1000mN2278000E4074000;0;CRS3035RES1000mN2278000E4074000;441285;06029;0;CRS3035RES200mN2278600E4074800;512.0;193.0;34.0;41.0;22.0;75.0;36.0;1.01095025E7;13835.0;155.0;38.0;1.0;0.0;96.0;96.0;0.0;70.0;18.0;19.0;36.0;54.5;29.5;102.0;119.0;59.0;53.0;10.0;12.0;0
carreau_pop_v2.255;MULTIPOLYGON (((1023843.6245812621 6282270.761015389, 1023825.9764359323 6282470.522990133, 1024024.7563575779 6282488.624823175, 1024042.4045978779 6282288.86281037, 1023843.6245812621 6282270.761015389)));CRS3035RES200mN2277800E4078800;CRS3035RES1000mN2277000E4078000;0;CRS3035RES1000mN2277000E4078000;440032;06030;0;CRS3035RES200mN2277800E4078800;135.0;56.0;11.0;16.0;6.0;35.0;6.0;3253021.8;5447.0;24.0;32.0;29.0;23.0;0.0;4.0;0.0;0.0;2.0;1.0;7.0;15.0;3.0;18.0;34.0;14.0;21.0;9.0;11.0;0
carreau_pop_v2.256;MULTIPOLYGON (((1026639.5451252768 6280108.86351205, 1026621.8971495253 6280308.632634287, 1026820.6777041786 6280326.729348603, 1026838.3257764018 6280126.960189016, 1026639.5451252768 6280108.86351205)));CRS3035RES200mN2275400E4081400;CRS3035RES1000mN2275000E4081000;0;CRS3035RES4000mN2272000E4080000;438535;06029;0;CRS3035RES200mN2275400E4081400;151.0;84.0;18.0;40.0;3.0;50.0;8.0;4383532.2;5690.0;82.0;2.0;2.0;38.0;1.0;42.0;1.0;0.0;5.0;0.0;4.0;9.0;6.0;11.0;27.0;17.0;51.0;19.0;2.0;0
carreau_pop_v2.257;MULTIPOLYGON (((1019355.2092643834 6278639.957897201, 1019337.5653528676 6278839.727840294, 1019536.3477901048 6278857.837671379, 1019553.9917990409 6278658.067689634, 1019355.2092643834 6278639.957897201)));CRS3035RES200mN2274600E4074000;CRS3035RES1000mN2274000E4074000;1;CRS3035RES1000mN2274000E4074000;438498;06029;0;CRS3035RES200mN2274600E4074000;15.0;9.8;2.0;7.2;0.7;5.2;0.7;303802.6;488.5;9.1;0.7;0.0;5.9;0.0;3.9;0.0;0.0;2.6;0.0;0.6;0.0;0.6;3.3;1.3;3.3;2.0;1.3;0.0;0
carreau_pop_v2.258;MULTIPOLYGON (((1021435.9431724485 6280037.759738345, 1021418.2974680141 6280237.526763732, 1021617.0788710291 6280255.632880904, 1021634.724671943 6280055.865817161, 1021435.9431724485 6280037.759738345)));CRS3035RES200mN2275800E4076200;CRS3035RES1000mN2275000E4076000;0;CRS3035RES200mN2275800E4076200;438506;06029;0;CRS3035RES200mN2275800E4076200;78.5;48.0;20.0;29.0;0.0;21.0;11.0;1464421.9;1676.0;48.0;0.0;3.0;0.0;14.0;31.0;0.0;0.0;2.0;0.5;1.5;10.5;5.0;22.0;17.0;8.0;9.0;2.0;1.0;0
carreau_pop_v2.259;MULTIPOLYGON (((1021330.0671391676 6281236.353555972, 1021312.4207118769 6281436.117249155, 1021511.2015388866 6281454.2235968765, 1021528.8480618363 6281254.45986522, 1021330.0671391676 6281236.353555972)));CRS3035RES200mN2277000E4076200;CRS3035RES1000mN2277000E4076000;0;CRS3035RES1000mN2277000E4076000;439965;06029;0;CRS3035RES200mN2277000E4076200;51.0;21.0;1.0;3.0;1.0;15.0;1.0;1534222.3;2523.0;6.0;15.0;1.0;0.0;17.0;2.0;1.0;0.0;1.0;0.0;1.0;3.0;1.0;5.0;11.0;4.0;19.0;5.0;1.0;0
carreau_pop_v2.260;MULTIPOLYGON (((1027399.3706550668 6280580.786054803, 1027381.7220609605 6280780.554214735, 1027580.5022665367 6280798.649568639, 1027598.1509567983 6280598.881371466, 1027399.3706550668 6280580.786054803)));CRS3035RES200mN2275800E4082200;CRS3035RES1000mN2275000E4082000;1;CRS3035RES4000mN2272000E4080000;60911;06029;0;CRS3035RES200mN2275800E4082200;10.0;6.1;0.0;2.8;0.0;3.9;0.6;369906.2;700.6;4.4;1.7;1.1;2.8;0.5;1.7;0.0;0.0;0.0;0.0;0.0;0.6;0.0;1.1;3.3;0.6;2.2;2.2;0.0;1
carreau_pop_v2.261;MULTIPOLYGON (((1024744.633075539 6281144.581648372, 1024726.9852599342 6281344.347099654, 1024925.7655939683 6281362.447268891, 1024943.4135053211 6281162.681779807, 1024744.633075539 6281144.581648372)));CRS3035RES200mN2276600E4079600;CRS3035RES1000mN2276000E4079000;0;CRS3035RES1000mN2276000E4079000;440084;06029;0;CRS3035RES200mN2276600E4079600;388.5;181.0;31.0;70.0;10.0;69.0;23.0;8633998.6;12123.0;172.0;9.0;55.0;21.0;16.0;87.0;2.0;37.0;15.5;7.0;20.0;31.0;16.0;75.0;85.0;50.0;43.0;33.0;13.0;0
carreau_pop_v2.262;MULTIPOLYGON (((1024943.4135053211 6281162.681779807, 1024925.7655939683 6281362.447268891, 1025124.5458882807 6281380.547079202, 1025142.1938953709 6281180.78155235, 1024943.4135053211 6281162.681779807)));CRS3035RES200mN2276600E4079800;CRS3035RES1000mN2276000E4079000;0;CRS3035RES1000mN2276000E4079000;440094;06029;0;CRS3035RES200mN2276600E4079800;573.5;305.0;100.0;153.0;13.0;111.0;39.0;9992045.7;15691.0;302.0;3.0;140.0;86.0;3.0;74.0;2.0;12.0;14.0;10.0;26.0;47.0;26.5;88.0;135.0;83.0;88.0;48.0;8.0;0
carreau_pop_v2.263;MULTIPOLYGON (((1020459.6801617716 6279747.456574189, 1020442.0350609652 6279947.223963533, 1020640.8167653298 6279965.33183592, 1020658.4619628072 6279765.564408052, 1020459.6801617716 6279747.456574189)));CRS3035RES200mN2275600E4075200;CRS3035RES1000mN2275000E4075000;0;CRS3035RES1000mN2275000E4075000;438501;06029;0;CRS3035RES200mN2275600E4075200;37.0;24.0;8.0;14.0;0.0;5.0;1.0;853813.2;1146.0;24.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;9.0;9.0;5.0;8.0;2.0;0.0;0
carreau_pop_v2.264;MULTIPOLYGON (((1025849.0719358289 6282251.9998980155, 1025831.422958785 6282451.762805115, 1026030.2025790235 6282469.861008946, 1026047.8516510663 6282270.098064174, 1025849.0719358289 6282251.9998980155)));CRS3035RES200mN2277600E4080800;CRS3035RES1000mN2277000E4080000;1;CRS3035RES1000mN2277000E4080000;440143;06029;0;CRS3035RES200mN2277600E4080800;5.5;2.5;0.6;0.6;0.0;1.2;0.5;149279.6;691.7;0.6;1.9;0.5;0.5;0.7;0.8;0.0;0.0;0.1;0.1;0.1;0.4;0.3;0.9;1.2;0.9;0.9;0.4;0.2;0
carreau_pop_v2.265;MULTIPOLYGON (((1026047.8516510663 6282270.098064174, 1026030.2025790235 6282469.861008946, 1026228.9821599536 6282487.958853654, 1026246.6313269848 6282288.195871241, 1026047.8516510663 6282270.098064174)));CRS3035RES200mN2277600E4081000;CRS3035RES1000mN2277000E4081000;0;CRS3035RES1000mN2277000E4081000;440126;06029;0;CRS3035RES200mN2277600E4081000;28.0;13.0;1.0;4.0;1.0;7.0;3.0;960404.6;3023.0;0.0;13.0;1.0;0.0;12.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;3.0;3.0;5.0;3.0;7.0;2.0;1.0;0
carreau_pop_v2.266;MULTIPOLYGON (((1024983.3575843257 6282978.6513469545, 1024965.7085150282 6283178.411890631, 1025164.4879142989 6283196.511682423, 1025182.1370780914 6282996.7511008475, 1024983.3575843257 6282978.6513469545)));CRS3035RES200mN2278400E4080000;CRS3035RES1000mN2278000E4080000;0;CRS3035RES1000mN2278000E4080000;441531;06030;0;CRS3035RES200mN2278400E4080000;303.5;178.0;20.0;93.0;2.0;107.0;13.0;8046123.1;11922.0;168.0;10.0;6.0;12.0;82.0;78.0;0.0;0.0;6.0;3.0;8.0;15.0;14.5;34.0;56.0;35.0;72.0;54.0;6.0;0
carreau_pop_v2.267;MULTIPOLYGON (((1025182.1370780914 6282996.7511008475, 1025164.4879142989 6283196.511682423, 1025363.2672740648 6283214.611114952, 1025380.9165323412 6283014.850495514, 1025182.1370780914 6282996.7511008475)));CRS3035RES200mN2278400E4080200;CRS3035RES1000mN2278000E4080000;0;CRS3035RES1000mN2278000E4080000;441526;06030;0;CRS3035RES200mN2278400E4080200;144.0;74.0;6.0;34.0;2.0;50.0;4.0;4735095.9;7031.0;66.0;8.0;8.0;1.0;23.0;42.0;0.0;0.0;0.0;2.0;4.0;14.0;0.0;8.0;29.0;26.0;32.0;23.0;6.0;0
carreau_pop_v2.268;MULTIPOLYGON (((1023481.3599813769 6281835.030890078, 1023463.7122642823 6282034.793896017, 1023662.4924560207 6282052.896371083, 1023680.1402683808 6281853.133327043, 1023481.3599813769 6281835.030890078)));CRS3035RES200mN2277400E4078400;CRS3035RES1000mN2277000E4078000;0;CRS3035RES1000mN2277000E4078000;440041;06029;0;CRS3035RES200mN2277400E4078400;206.0;115.0;13.0;54.0;1.0;73.0;12.0;4782533.4;7293.0;115.0;0.0;0.0;60.0;12.0;43.0;0.0;0.0;7.0;4.5;3.0;8.5;9.0;40.0;40.0;27.0;40.0;23.0;4.0;0
carreau_pop_v2.269;MULTIPOLYGON (((1027200.5903142787 6280562.69037938, 1027182.9418163386 6280762.458502029, 1027381.7220609605 6280780.554214735, 1027399.3706550668 6280580.786054803, 1027200.5903142787 6280562.69037938)));CRS3035RES200mN2275800E4082000;CRS3035RES1000mN2275000E4082000;0;CRS3035RES4000mN2272000E4080000;438545;06029;0;CRS3035RES200mN2275800E4082000;23.0;13.0;0.0;4.0;0.0;10.0;0.0;921444.3;1373.0;13.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;6.0;9.0;5.0;0.0;1
carreau_pop_v2.270;MULTIPOLYGON (((1025627.9937854552 6280218.143681982, 1025610.3461747403 6280417.9120608615, 1025809.1268301393 6280436.010606302, 1025826.774537243 6280236.242189868, 1025627.9937854552 6280218.143681982)));CRS3035RES200mN2275600E4080400;CRS3035RES1000mN2275000E4080000;1;CRS3035RES4000mN2272000E4080000;438516;06029;0;CRS3035RES200mN2275600E4080400;23.0;15.6;2.0;10.1;0.0;10.8;0.7;816939.1;1089.8;14.9;0.7;0.0;8.1;6.1;1.4;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.7;2.7;2.7;6.8;8.8;0.0;0
carreau_pop_v2.271;MULTIPOLYGON (((1026224.335922238 6280272.438129504, 1026206.6880223891 6280472.20662094, 1026405.4685593599 6280490.304090133, 1026423.1165555654 6280290.535561249, 1026224.335922238 6280272.438129504)));CRS3035RES200mN2275600E4081000;CRS3035RES1000mN2275000E4081000;0;CRS3035RES4000mN2272000E4080000;438544;06029;0;CRS3035RES200mN2275600E4081000;405.0;252.0;40.0;134.0;1.0;144.0;17.0;1.02106291E7;15583.0;247.0;5.0;13.0;78.0;42.0;119.0;0.0;0.0;6.0;3.0;3.0;11.5;7.5;41.0;52.0;50.0;133.0;89.0;9.0;0
carreau_pop_v2.272;MULTIPOLYGON (((1026445.4109636436 6282306.293319226, 1026427.7617016349 6282506.05633924, 1026626.5412041268 6282524.153465702, 1026644.1905611027 6282324.390408124, 1026445.4109636436 6282306.293319226)));CRS3035RES200mN2277600E4081400;CRS3035RES1000mN2277000E4081000;1;CRS3035RES1000mN2277000E4081000;440123;06029;0;CRS3035RES200mN2277600E4081400;11.0;4.4;0.3;1.1;0.3;2.8;0.3;362200.8;1207.4;0.3;4.1;0.7;1.2;1.4;1.1;0.0;0.0;0.3;0.1;0.3;0.9;0.6;1.3;1.9;2.1;1.8;1.5;0.2;0
carreau_pop_v2.273;MULTIPOLYGON (((1021709.9823251789 6281472.32958562, 1021692.3355862857 6281672.09280122, 1021891.1162364194 6281690.198469401, 1021908.763070813 6281490.435215382, 1021709.9823251789 6281472.32958562)));CRS3035RES200mN2277200E4076600;CRS3035RES1000mN2277000E4076000;1;CRS3035RES1000mN2277000E4076000;439962;06029;0;;1.0;0.4;0.0;0.1;0.0;0.3;0.0;31808.7;60.1;0.1;0.3;0.0;0.0;0.1;0.3;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.1;0.3;0.1;0.2;0.1;0.0;0
carreau_pop_v2.274;MULTIPOLYGON (((1023008.547553555 6280382.365655913, 1022990.9009582736 6280582.132431301, 1023189.6819404438 6280600.235716473, 1023207.328631981 6280400.46890301, 1023008.547553555 6280382.365655913)));CRS3035RES200mN2276000E4077800;CRS3035RES1000mN2276000E4077000;0;CRS3035RES1000mN2276000E4077000;440003;06029;0;CRS3035RES200mN2276000E4077800;156.0;96.0;24.0;51.0;0.0;59.0;9.0;4066123.5;7585.0;88.0;8.0;11.0;26.0;54.0;5.0;0.0;0.0;2.0;1.0;3.0;7.0;2.0;17.0;22.0;26.0;51.0;22.0;3.0;0
carreau_pop_v2.275;MULTIPOLYGON (((1025393.9178477833 6280599.580942133, 1025376.2700981472 6280799.348172018, 1025575.0506007534 6280817.44715145, 1025592.6984465152 6280617.679883938, 1025393.9178477833 6280599.580942133)));CRS3035RES200mN2276000E4080200;CRS3035RES1000mN2276000E4080000;0;CRS3035RES1000mN2276000E4080000;440175;06029;0;CRS3035RES200mN2276000E4080200;240.5;139.0;22.0;73.0;5.0;67.0;8.0;6010402.2;8717.0;138.0;1.0;21.0;36.0;62.0;20.0;0.0;0.0;3.5;5.0;7.0;9.0;9.0;27.0;38.0;32.0;68.0;41.0;1.0;0
carreau_pop_v2.276;MULTIPOLYGON (((1027147.6444711045 6281161.993081345, 1027129.9956237576 6281361.759538489, 1027328.7755807025 6281379.8553631455, 1027346.4245238048 6281180.0888686655, 1027147.6444711045 6281161.993081345)));CRS3035RES200mN2276400E4082000;CRS3035RES1000mN2276000E4082000;1;CRS3035RES1000mN2276000E4082000;440192;06155;0;CRS3035RES200mN2276400E4082000;11.0;5.0;0.8;1.5;0.2;3.2;0.6;320312.5;729.0;2.2;2.8;0.8;1.4;2.1;0.7;0.0;0.0;0.1;0.1;0.5;0.5;0.4;1.1;2.4;1.2;3.2;1.2;0.3;0
carreau_pop_v2.277;MULTIPOLYGON (((1021131.2861757099 6281218.246887785, 1021113.639844089 6281418.010542461, 1021312.4207118769 6281436.117249155, 1021330.0671391676 6281236.353555972, 1021131.2861757099 6281218.246887785)));CRS3035RES200mN2277000E4076000;CRS3035RES1000mN2277000E4076000;0;CRS3035RES1000mN2277000E4076000;439970;06029;0;CRS3035RES200mN2277000E4076000;196.0;77.0;16.0;22.0;6.0;10.0;15.0;3471987.1;5787.0;68.0;9.0;0.0;1.0;30.0;46.0;0.0;67.0;7.0;3.0;18.0;22.0;10.0;30.0;40.0;37.0;21.0;5.0;3.0;0
carreau_pop_v2.278;MULTIPOLYGON (((1019364.5758495457 6283070.989140248, 1019346.9290644699 6283270.746949223, 1019545.7093105885 6283288.856916807, 1019563.3561900533 6283089.099068837, 1019364.5758495457 6283070.989140248)));CRS3035RES200mN2279000E4074400;CRS3035RES1000mN2279000E4074000;0;CRS3035RES1000mN2279000E4074000;441255;06108;0;CRS3035RES200mN2279000E4074400;26.5;13.0;2.0;3.0;1.0;9.0;3.0;683011.0;1290.0;6.0;7.0;2.0;1.0;7.0;3.0;0.0;0.0;1.0;0.0;1.0;1.5;2.0;2.0;6.0;6.0;5.0;2.0;0.0;0
carreau_pop_v2.279;MULTIPOLYGON (((1019563.3561900533 6283089.099068837, 1019545.7093105885 6283288.856916807, 1019744.4895155597 6283306.966525062, 1019762.1364894027 6283107.208638123, 1019563.3561900533 6283089.099068837)));CRS3035RES200mN2279000E4074600;CRS3035RES1000mN2279000E4074000;0;CRS3035RES1000mN2279000E4074000;441254;06108;0;CRS3035RES200mN2279000E4074600;30.0;11.0;2.0;1.0;0.0;8.0;0.0;811359.5;1331.0;0.0;11.0;0.0;0.0;8.0;3.0;0.0;1.0;0.0;0.0;1.0;4.0;3.0;1.0;8.0;5.0;7.0;0.0;1.0;0
carreau_pop_v2.280;MULTIPOLYGON (((1026644.1905611027 6282324.390408124, 1026626.5412041268 6282524.153465702, 1026825.3206674906 6282542.2502330365, 1026842.9701194221 6282342.487137932, 1026644.1905611027 6282324.390408124)));CRS3035RES200mN2277600E4081600;CRS3035RES1000mN2277000E4081000;1;CRS3035RES1000mN2277000E4081000;440123;06029;0;CRS3035RES200mN2277600E4081600;11.0;4.4;0.3;1.1;0.3;2.8;0.3;362200.8;1207.4;0.3;4.1;0.7;1.2;1.4;1.1;0.0;0.0;0.3;0.1;0.3;0.9;0.6;1.3;1.9;2.1;1.8;1.5;0.2;0
carreau_pop_v2.281;MULTIPOLYGON (((1020278.5432025194 6279529.580474308, 1020260.8983195715 6279729.348381649, 1020459.6801617716 6279747.456574189, 1020477.325141538 6279547.688628302, 1020278.5432025194 6279529.580474308)));CRS3035RES200mN2275400E4075000;CRS3035RES1000mN2275000E4075000;0;CRS3035RES1000mN2275000E4075000;438503;06029;0;CRS3035RES200mN2275400E4075000;179.0;120.0;18.0;69.0;0.0;58.0;8.0;4652912.0;5751.0;120.0;0.0;0.0;0.0;49.0;71.0;0.0;0.0;2.0;0.0;3.0;2.0;6.0;19.0;28.0;30.0;73.0;16.0;0.0;0
carreau_pop_v2.282;MULTIPOLYGON (((1026440.7644348342 6280090.766476406, 1026423.1165555654 6280290.535561249, 1026621.8971495253 6280308.632634287, 1026639.5451252768 6280108.86351205, 1026440.7644348342 6280090.766476406)));CRS3035RES200mN2275400E4081200;CRS3035RES1000mN2275000E4081000;0;CRS3035RES4000mN2272000E4080000;438539;06029;0;CRS3035RES200mN2275400E4081200;307.0;156.0;28.0;73.0;9.0;87.0;14.0;6242079.6;9291.0;151.0;5.0;19.0;46.0;0.0;91.0;0.0;0.0;9.0;9.0;11.0;20.0;16.0;56.0;41.0;48.0;55.0;40.0;2.0;0
carreau_pop_v2.283;MULTIPOLYGON (((1023282.579654265 6281816.928094082, 1023264.9320324466 6282016.691061884, 1023463.7122642823 6282034.793896017, 1023481.3599813769 6281835.030890078, 1023282.579654265 6281816.928094082)));CRS3035RES200mN2277400E4078200;CRS3035RES1000mN2277000E4078000;0;CRS3035RES1000mN2277000E4078000;440038;06029;0;CRS3035RES200mN2277400E4078200;256.5;104.0;14.0;25.0;6.0;69.0;15.0;5228452.8;6365.0;92.0;12.0;16.0;63.0;4.0;21.0;0.0;11.0;9.0;6.0;17.5;23.0;18.0;37.0;62.0;34.0;36.0;11.0;3.0;0
carreau_pop_v2.284;MULTIPOLYGON (((1024148.2915471992 6281090.279100736, 1024130.644018903 6281290.04443839, 1024329.4244724615 6281308.145684402, 1024347.072096538 6281108.380308834, 1024148.2915471992 6281090.279100736)));CRS3035RES200mN2276600E4079000;CRS3035RES1000mN2276000E4079000;0;CRS3035RES1000mN2276000E4079000;440092;06029;0;CRS3035RES200mN2276600E4079000;498.5;273.0;55.0;129.0;5.0;122.0;41.0;1.04508726E7;15055.0;267.0;6.0;124.0;60.0;6.0;81.0;2.0;0.0;21.0;6.0;28.5;33.0;23.0;88.0;98.0;54.0;102.0;40.0;5.0;0
carreau_pop_v2.285;MULTIPOLYGON (((1025539.7545565125 6281216.9800207615, 1025522.1063579806 6281416.745623027, 1025720.8865334875 6281434.844356543, 1025738.5348277241 6281235.078716623, 1025539.7545565125 6281216.9800207615)));CRS3035RES200mN2276600E4080400;CRS3035RES1000mN2276000E4080000;0;CRS3035RES1000mN2276000E4080000;440174;06029;0;CRS3035RES200mN2276600E4080400;226.5;121.0;22.0;63.0;7.0;62.0;13.0;5077298.1;7185.0;114.0;7.0;42.0;5.0;19.0;55.0;0.0;0.0;7.0;4.0;12.0;18.5;13.0;41.0;52.0;19.0;42.0;15.0;3.0;0
carreau_pop_v2.286;MULTIPOLYGON (((1026931.2156277387 6281343.663354932, 1026913.5667594994 6281543.429219993, 1027112.3466598884 6281561.52544095, 1027129.9956237576 6281361.759538489, 1026931.2156277387 6281343.663354932)));CRS3035RES200mN2276600E4081800;CRS3035RES1000mN2276000E4081000;1;CRS3035RES1000mN2276000E4081000;440131;06029;0;CRS3035RES200mN2276600E4081800;5.0;2.0;0.2;0.5;0.2;1.2;0.0;164151.4;471.3;0.4;1.6;0.5;0.9;0.3;0.3;0.0;0.0;0.1;0.1;0.2;0.3;0.3;0.5;0.6;1.1;1.0;0.6;0.2;0
carreau_pop_v2.287;MULTIPOLYGON (((1023984.8054667921 6280672.645269115, 1023967.1582716824 6280872.411679053, 1024165.9389569212 6280890.513208103, 1024183.5862480955 6280690.746760257, 1023984.8054667921 6280672.645269115)));CRS3035RES200mN2276200E4078800;CRS3035RES1000mN2276000E4078000;0;CRS3035RES1000mN2276000E4078000;440074;06029;0;CRS3035RES200mN2276200E4078800;485.0;279.0;82.0;160.0;10.0;71.0;43.0;8006886.1;13224.0;278.0;1.0;145.0;11.0;31.0;91.0;1.0;60.0;14.0;6.0;17.5;33.0;24.5;73.0;86.0;73.0;109.0;43.0;6.0;0
